len	flg	text
14	1	無菌性髄膜炎の転帰は、死亡。
14	1	夜、38℃台の発熱を認めた。
14	1	薬剤性肝障害の疑いを認めた。
13	1	けいれん重積発作を認めた。
13	1	その後発熱、嘔吐を認めた。
13	1	顔面紅潮を認め、発疹なし。
13	1	起床時、右視力低下を自覚。
13	1	急性胃潰瘍の診断で入 院。
13	1	左の手の甲のかゆみも発現。
13	1	四肢体幹の蕁麻疹を認めた。
13	1	心電図は心房細動を認めた。
13	1	前胸部痛を認め、前医受診。
13	1	夜、突然の右難聴を認めた。
12	1	38℃台の発熱を認めた。
12	1	DIC の転帰は、死亡。
12	1	タコツボ型心筋症と診断。
12	1	びまん性肺胞出血と診断。
12	1	咽頭違和感、咳嗽が発現。
12	1	軽度の間質の炎症性浸潤。
12	1	頚部の血管の異常を指摘。
12	1	検査で網膜剥離を認めた。
12	1	左下肢脱力となり、転倒。
12	1	大腿四頭筋萎縮を認める。
12	1	脳幹梗塞、脳卒中の診断。
12	1	半月体形成性腎炎と診断。
12	1	夜、発熱、胸痛を認めた。
12	1	腋窩腫脹、陰嚢痛が発現。
11	1	急に腰の痛みを認めた。
11	1	左頚部に圧痛を認める。
11	1	自覚的呼吸困難感改善。
11	1	心筋炎、心膜炎が発現。
11	1	深部静脈血栓症と診断。
11	1	摂氏 40 度の発熱。
11	1	動悸、息切れも認めた。
11	1	発熱、胸部痛を認めた。
10	1	03:20  死亡。
10	1	その晩に、死亡した。
10	1	右突発性難聴と診断。
10	1	過換気症候群が発現。
10	1	胸痛、息切れを自覚。
10	1	胸痛、発熱を認めた。
10	1	口内炎や白苔が多発。
10	1	心筋炎の診断で入院。
10	1	心尖部血栓を認めた。
10	1	肺炎を確認し、入院。
10	1	末梢神経障害が発現。
10	1	脾臓に腫れを認める。
9	1	気分不快などあり。
9	1	急性心膜炎と診断。
9	1	構音障害を認めた。
9	1	細菌感染を認めた。
9	1	心室期外収縮散発。
9	1	知覚異常を認めた。
9	1	昼から胸痛が出現。
9	1	夜、発熱を認めた。
9	1	溶血性貧血の疑い。
8	1	ふらつきが出現。
8	1	倦怠感を認めた。
8	1	肩の痛みが出現。
8	1	突然死であった。
8	1	夜、痙攣が発現。
7	1	トイレで失神。
7	1	胸痛を認めた。
7	1	倦怠感が出現。
7	1	心筋炎と診断。
7	1	心不全と診断。
7	1	心膜炎と診断。
7	1	入院となった。
7	1	発熱を認めた。
6	1	胸痛を自覚。
6	1	徐々に増悪。
5	1	異常あり。
5	1	呼吸音清。
5	1	入院した。
3	1	異常。
3	1	入院。
246	0	患者は methylprednisolone（静脈内、1 g、1 日 1 回、使用理由：有害事象）、prednisolone（経口、50 mg、1 日 1 回、使用理由：有害事象）、bisoprolol（投与量・ 投与回数：不明、使用理由：有害事象）、spironolactone（投与量・ 投与回数：不 明、使用理由：有害事象）、enalapril（投与量・ 投与回数：不明、使用理由：有害事象）及び amiodarone（投与量・ 投与回数：不明、使用理由：有害事象）による治療を受けた。
217	0	患者はfamotidine（静脈内、20 mg、2021 年）、chlorphenamine maleate (Chlorpheniramine C)（静脈内、5 mg、2021 年）、 metoclopramide（静脈内、10 mg、2021 年）、 methylprednisolon（静脈内、80 mg、2021 年）及び adrenaline（Epinephrine、筋肉内、0.3 mg、2021 年）による治療を受けた。
172	0	併用被疑薬として、エラソメラン（スパイクバックス筋注） （注射剤）（使用理由：ＣＯＶＩＤ－１９ワクチン接種）及びラナデルマブ（遺伝子組換え）（タクザイロ皮下注 300mg シリンジ）（注射用液剤）（使用理由：遺伝性血管浮腫３型）を投与され、他社併用被疑薬として、ベロトラルスタット塩酸塩 （オラデオ）（カプセル）（使用理由：不明）を投与された。
135	0	他のウイルス性心筋炎の鑑別のためパルボウイルス、アデノウイルス、エンテロウイルス(70、71 型)、コクサッキーウイルス(A16、B1、 3、4 型)について IgM またはペア血清による有意な変化があるか調査したが、これら他のウイルスの関与は否定的である結果となった。
108	0	患者は methylprednisolone（静脈内、1 g、1 日 1 回）、 prednisolone（経口、50 mg、1 日 1 回）及び colchicine（1 mg、1 日 1 回）による治療を受けた。
108	0	患者は prednisolone（15 mg、1日 1 回、使用理由：亜急性甲状腺炎）及び potassium chloride （静脈内、80 mEq、1 日 1 回、使用理由：低カリウム血症）による治療を受けた。
101	0	2022 年 7 月 15 日 18 時 40 分 Dr 指示にて車椅子で救護室へ移動、BP:125/73、 P22、 SPO2 98 %  意識レベル安定、V/S:V.P も気分不快あり、臥静の指示。
100	0	ワクチン接種後 35 日目より 2 週間連続で pulse methylprednisolone 1 g を 3 日連続投与し、その後 prednisolone 60 mg を 2 日おきに投与した。
97	0	マルチウイルスリアルタイムポリメラーゼ連鎖反応（PCR）システムでは EMB 検体全ての心筋で重症急性呼吸器症候群コロナウイルス 2（SARS-CoV-2）を含むウイルスゲノム検出されなかった。
94	0	治療翌日より自覚症状は改善傾向を示し、10 日目には視力、視野は共にほぽ正常に回復した（右眼 1.0、左眼 1.5)、後療法については行わずに経過を見る方針とし、15 日目に自宅退院した。
91	0	2022 年 7 月 15 日 19 時 10 分 BP:106/64、 P74、SPO2 99 % 会話良好、気分不快なし、症状改善、Dr 診察にて帰宅許可あり、独歩に帰宅される。
85	0	症状改善が不十分であったため、第 21 病日より IVIg（0.4g/kg/日、5 日間）施行、シクロスポリン内服を開始し、症状改善したため第 37 病日に退院となった。
78	0	患者の血糖値は、強化インスリン療法（夕食前、デグルデク 9U；朝食前、リスプロ 24U；昼食前、5U；及び夕食前、15U）により最終的にコントロールされた。
77	0	翌日、患者は完全寛解し、初回接種から 56 日後の 2 回目接種において、prednisolone の経口投与治療中であったが、事象再発は見られなかった。
76	0	エキスパートオピニオンに則っ て、アシクロビル 10 mg/kg 8 時間毎 14 日間とメチルプレドニ ゾロン 1 mg/kg を 5 日間静脈投与。
73	0	診断結果（可能であれば括弧内に正常範囲を示す）: 日付不明 血管造影:磁気共鳴血管造影では、アテローム性動脈硬化症の変化や異常は認められなかった。
72	0	日付不明  ソルメドロール 1g 3 日間投与後、プレドニゾロン 60 mg/日を開始し、50 mg/日、40 mg/日、35 mg/日と漸減。
71	0	患者はレミエール症候群の疑いで抗生剤の静脈内投与を受けたが、扁桃炎は認めず、口腔感染は陰性であったため、レミエール症候群の可能性は除外された。
69	0	2021/09/04  核酸検出検査(PCR 法、LAMP 法)にて、COVID-19 病原体(SARS-CoV-2)検査を実施し、陰性。
69	0	患者は、リモデリング防止のため、ibuprofen（抗炎症作用のため）及びアンジオテンシン変換酵素阻害剤（ACE-I）による治療を受けた。
69	0	患者は経口抗アレルギー薬（抗ヒスタミン薬）及び外用ステロイド（副腎皮質ステロイド外用薬) を処方され、治療期間は 53日以上と報告された。
64	0	SARS-CoV-2 PCR は陰性で、エンテロウイルス、インフルエンザウイルス、サイトメガロウイルスも血清学的に陰性であった。
63	0	2021/08/07-2021/08/10  3 日間、メチルプレドニゾロン 1,000 mg/日のステロイドパルス療法実施。
61	0	日付不明  入院中、ステロイドパルスを行い複視は改善傾向であったが、不十分であったため 2 回目のステロイドパルスを実施。
61	0	日付不明、SARS-CoV-2 検査：陰性（陰性）入院時の SARS-CoV- 2 に対する鼻咽頭 PCR の結果は陰性。
61	0	臨床経過：2020 年 06 月、被験者はイカチバント酢酸塩（Icatibant）（皮下）（30 mg、頓用）を開始した。
60	0	X-1 年 11 月下旬に娘の生体腎移植ドナーとして左腎を摘出し、その後 sCr 1.5mg/dL 前後で推移していた。
59	0	経胸壁心エコー像による左心室駆出率 （LVEF）は正常値の 68%であり、重大な弁疾患や心嚢液貯留は見つからなかった。
59	0	2022/04/27  外来で血液検査、レントゲン等行い、炎症反応は治まっているため症状がある時に再受診するよう指示。
59	0	グルタミン酸脱炭酸酵素に対する膵島関連自己抗体、抗 IA-2 抗体、及び亜鉛輸送体-8 のテスト結果は、陰性であった。
59	0	メチルプレドニゾロン 1,000mg/日を 3 日間投与後、プレドニゾロン 40mg/内服へ変更し、漸減・ 中止した。
59	0	基礎疾患のない患者ではあったが、発症約 2 週間前に本剤を接種されており、直接的な証拠はないもののその関与が疑われた。
59	0	心エコー検査では有意所見を認めず、ホルター心電図では頻脈発作をとらえられなかったため、症状時再診の方針となり一旦終診。
59	0	併用薬は、不明に対するトラネキサム酸、遺伝性血管浮腫３型に対する乾燥濃縮人Ｃ１－インアクチベーター（ベリナート Ｐ）。
59	0	免疫組織化学的染色にて、HIV1 型、サイトメガロウイルス及びエプスタイン・ バーウイルスが存在しないことを確認した。
58	0	クロピドグレル（75）1 錠分 1、ネキシウム（20）1 錠分 1、アトルバスタチン（10）1 錠分 1 を投与中。
58	0	単純血漿交換を計 6 回施行、mPSL パルス療法施行後 PSL 15mg まで漸増し、第 13 病日に抜管できた。
57	0	2022/05/02  後療法として、40 mg/日で投与開始し、ステップダウンして PSL 20 mg へ漸減。
57	0	その後、prednisolone は 60 mg 隔日投与に減量し、維持用量の 30 mg 隔日投与まで漸減した。
56	0	日付不明  特発性心室細動の可能性を疑ったが、回復後の心電図では、QT 延長や J 波などの心電図異常は認めず。
55	0	ワクチン接種時及び/又は有害事象発生時に、処方薬、市販薬、栄養補助食  品、又は漢方薬は服用されていなかった。
53	0	左室収縮正常、三尖弁軽度閉鎖不全は 2020 年と変化なく、左室拡大、肺高血圧、心嚢液貯留を認めなかった。
53	0	2022/01/27  抗原検査にて COVID-19 病原体(SARS-CoV-2)検査を実施し、陰性。
53	0	回復後の心エコーでは、心機能良好で肥大型心筋症、拡張型心筋症、不整脈源性右室心筋症の何れも否定的であった。
53	0	患者はリモデリング防止のため、アンジオテンシン変換酵素阻害剤（ACE-I）（詳細不明）による治療を受けた。
52	0	2022/01/19  COVID-19 病原体（SARS-CoV-2）検査を抗原検査にて実施し、陰性。
52	0	2022/05/06  症状の増悪なく改善傾向であり、プレドニン 30 mg まで減量したところで退院。
52	0	prednisolone による治療は 2 週間毎に用量を 5 mg ずつ減量し、6 週間後に中止した。
51	0	SARS-CoV-2 ポリメラーゼ連鎖反応（PCR）及び上咽頭スワブによる迅速抗原検査は陰性であった。
50	0	血液検査、髄液検査、MRI 検査、神経伝導検査、体性感覚誘導電位を行ったが、異常所見は認めなかった。
49	0	CT では出血なし、MRI では明らかな異常信号なし、胸部 XP では縦隔拡大なし、肺うっ血なし。
49	0	mPSL 500mg を 3 日間静注投与後、後療法は PSL40mg/日で開始し、以降漸減した。
49	0	2022/04/28  症状安定したため、一旦退院とし、今後は外来にて継続加療とする方針となった。
48	0	プレドニ ン 10 mg まで漸減困難と判断し、TPO-RA（レボレード 12.5 mg）開始。
48	0	患者は acetaminophen（投与量・ 投与回数不明、使用理由：発熱）による治療を受けた。
47	0	経胸壁心エコーにて、心室壁厚正常、心室の大きさ正常、収縮機能正常及び心嚢液貯留量正常を認めた。
47	0	抗生剤、心血管作動薬、ヒドロコルチゾンを静脈内投与した後、血行動態及び炎症マーカーが改善した。
47	0	普段と同程度の血圧 96/64 mmHg、心拍数 104/分となり、動悸時の頓用内服薬を処方。
46	0	糸球体毛細血管内腔は良好に管理され、糸球体間質の細胞成分の増加や基底膜の肥厚は認めなかった。
45	0	2022 年 7月9日  8：00 に電話連絡をしたところ「痛みはよくなった」と確認した。
45	0	2022/04/01  血行動態の安定を確認、ヘパリンを中止し、アピキサバンの内服を開始。
44	0	ステロイドパルスを 3 回施行し、血尿、蛋白尿、尿中 NAG、血清 Cre は改善した。
44	0	2022/05/07  心臓超音波検査では、左室駆出率 67.1%であり、異常所見なし。
44	0	2022/06/25-2022/06/27  m-PSL 500 mg にてパルス施行。
44	0	アシクロビルで腎機能障害、精神運動興奮、幻視、振戦、ミオクローヌスなど副作用はなかった。
44	0	患者に COVID-19 感染症の罹患歴はなく、初回ワクチン接種時の発熱は認めなかった。
43	0	2021 年 10 月 4 日 神経内科整形外科にて精査するも特別異常は見当たらない。
43	0	アドレナリン筋注後に症状は改善し、入院時には症状は消失、バイタルサインも安定していた。
43	0	患者は抗ヒスタミン薬と外用副腎皮質ステロイドによる治療を受け、これら治療から離脱した。
43	0	非侵襲的陽圧換気(NPPV)による呼吸管理とニトログリセリン、利尿薬による治療を開始。
42	0	2022/03/04  心臓超音波検査では、左室駆出率 58%であり、異常所見なし。
42	0	2022/05/02  心臓超音波検査にて、心嚢液は生理範囲内であり、異常所見なし。
42	0	3 週間後の CAG では一部の冠動脈は修復傾向にありステロイドの効果が認められた。
41	0	検査したいずれの臓器にも血栓症や心筋炎などの顕著な病理学的変化は認められなかった。
41	0	入院 1 カ月前に、ポジトロン放出断層撮影で腫瘍の転移又は再発は認められなかった。
40	0	日付不明 バイタルサイン測定:バイタルサインはすべて一貫して正常範囲内であった。
40	0	脳神経系、運動系、感覚系に異常はなく、四肢腱反射正常で病的反射は両側陰性だった。
40	0	2022/02/05  09:00 頃  車椅子にて 10 mL ほど水分摂取。
40	0	3 ヶ所の病院に受診できるか問い合わせたが、コロナ蔓延を理由に断られたとのこと。
40	0	元々酒好きであり、家族の前では飲酒をやめていたが隠れて飲酒していた形跡があった。
40	0	日付不明、複数病原体ポリメラーゼ連鎖反応（PCR）検査：ウイルスゲノム検出なし。
39	0	血行動態は保たれていたため、消炎鎮痛剤投与下に、慎重に経過観察することとした。
39	0	甲状腺機能も 1 ヶ月後には正常化した.その後,甲状腺炎の再発は懃めていない。
39	0	リウマチの持病があり、内服薬を服用中でここ何年も症状が落ち着いていた被接種者。
39	0	退院時、ポララミン 2 mg 2 錠分 2 で 3 日間内服、有事再診を指示。
39	0	血液検査、髄液顕微鏡検査、培養などから神経梅毒、結 核、真菌感染症はなかった。
38	0	術後 MRI にて内部トラッピング術の明らかな合併症及び異常は認めなかった。
38	0	PCR による SARS-CoV-2 検査等より COVID-19 は否定。
38	0	アンビューバッグ人工呼吸、心臓マッサージ続け、ボスミン 1/2A 筋肉注射。
38	0	寛解し安定しているが、慢性炎症性脱髄性多発ニューロパチーで通院中の被接種者。
38	0	抗好中球細胞質プロテイナーゼ 3 抗体 （PR3-ANCA）は陰性であった。
38	0	疾患は単相パターンであり、症状のナディアから最低 3 か月以内の再発がない。
38	0	心筋炎ウイルス検出のための生検組織のポリメラーゼ連鎖反応は陰性と報告された。
38	0	挿管直前に施行できた塩酸エドロホニウム試験では著明な呼吸状態の改善を認めた。
37	0	心室壁厚正常、心室の大きさ正常、収縮機能正常及び心嚢液貯留量正常を認めた。
37	0	2021 年 12 月 13 日SARS-CoV-2 検査:（陰性）陰性。
37	0	2022/03/28  ヘパリンによる効果不十分のためアルガトロバン開始。
37	0	2022/05/29  利尿薬と血管拡張薬の内服を継続する方針とし、退院。
37	0	35 歳時の最終再発（53 回目）後、36 歳でプレドニゾロンを終了した。
37	0	カロナール、メリスロン、アデホス、ラックビー、補中益気湯を処方され、内服。
37	0	酸素投与に加え、メチルプレドニゾロン、ヘパリン、セフトリアキソン投与開始。
37	0	日付不明  血清 HIV（ヒト免疫不全ウイルス）検査：特記すべき所見なし。
37	0	腹部超音波検査では、腎臓の大きさは正常で、尿路閉塞の所見は見られなかった。
36	0	胸痛は約 10 日で消失し、ECG の ST部分の上昇は正常に変化した。
36	0	日付不明、心血管造影：冠動脈コンピュータ断層撮影（CCT）陰性（陰性）。
36	0	2022/06/03-2022/06/04  発熱、頭痛、頸部痛が消失。
36	0	両側耳内、外耳道、鼓膜に明らかな異常所見はなく、頭位眼振も認めなかった。
35	0	2021/10/12  退院後 2 回目の外来時、心電図所見も正常化。
35	0	2022/06/27  採血、心電図所見が改善し、症状の回復を認めた。
35	0	アセリオ 1,000 mg 点滴し、ロキソプロフェン頓服を処方し帰宅。
35	0	下肢脱力が軽減したため、患者は 7 日後に退院し、外来受診を継続した。
35	0	頚動脈エコー、心機能検査、頭部 MRI/MRA も特記所見はなかった。
35	0	歯性感染、上歯移動、ニコルスキー徴候及びその他病変は認められなかった。
35	0	上下肢、顔面及び腹部の圧痕浮腫、呼吸音は清明で、肺雑音は認めなかった。
35	0	上下部消化管内視鏡検査、造影 CT 検査まで施行したが、異常所見なし。
35	0	日付不明、トラネキサム酸は効果がないため内服を中止した (薬効欠如)。
35	0	両上下肢の感覚障害、構音障害はなく、全身状態は一晩でほぼ改善し、退院。
34	0	2022/04/20  上室性頻拍に対するアブレーション治療を施行。
34	0	ロキソプロフェン Na 60 mg 3 錠分 3 内服にて治療開始。
34	0	退院時にβ遮断薬、Ca拮抗剤(ヘルベッサーR)の薬剤中止および減量。
34	0	発症約 2 ヵ月後には矯正視力右 1.0、左 1.2 まで回復した。
34	0	免疫抑制療法は心筋損傷を効果的に減少させ、患者の臨床経過は改善した。
33	0	2021/08/25  心臓 MRI 検査を実施し、異常所見なし。
33	0	2022/03  入院後、安静により症状、採血所見の改善を認めた。
33	0	血圧は 80 mmHg 台ではあったが、カテコラミン未使用で経過。
33	0	治療薬としてアンジオテンシン変換酵素（ACE）阻害薬が報告された。
33	0	同時に冠動脈造影を施行したが、両冠動脈に有意の狭窄病変はなかった。
33	0	入院 2 日目より、インスリンを静脈内投与から皮下注射に変更した。
32	0	1 ヵ月の追跡調査時、血清トロポニン T は正常範囲内であった。
32	0	採血、心電図、造影 CT で原因を指摘できず、経過観察となった。
32	0	持続的血液透析（CHD）とニカルジピン塩酸塩持続静注を施行した。
32	0	治療開始後、速やかに解熱、意識レベルと DIC 状態が改善した。
32	0	状態が安定し、消化管症状改善、呼吸器所見改善していることを確認。
32	0	尿所見は残存するも腎機能障害は改善したため、外来加療継続とする。
32	0	副腎皮質ステロイドは、血清 CRP 値が陰性になるまで漸減した。
31	0	アシクロビル、メチルプレドニゾロン投与終了した が、著変なし。
31	0	インフルエンザ、COVID-19 抗原検査実施し、陰性を確認。
31	0	ロキソニンやカロナールなどの非ステロイド性抗炎症薬と点滴投与。
31	0	患者に COVID-19 及びその他合併症の罹患歴はなかった。
31	0	患者は COVID-19 と診断/陽性となったことはなかった。
31	0	来院後、TRC 法で SARS-CoV-2 検査実施し、陰性。
30	0	足突起消失が局所的に認められ、上皮細胞の腫脹は軽度であった。
30	0	アドレナリン注 0.1% 1/2 A を右大腿部に筋肉注射。
30	0	コンピュータ断層多層血管造影では冠状動脈疾患は認めなかった。
30	0	胸部症状や発熱の再燃がないことから、第 6 病日に退院した。
30	0	血漿グルコース及び HbA1c を 4 週間ごとに検査した。
30	0	採血、頸椎のレントゲン撮影を行なったが、異常は認めなかった。
30	0	心尖部血栓を認めなかったため直接経口抗凝固薬による治療終了。
30	0	心臓超音波検査では、左室駆出率 70%であり、異常所見なし。
29	0	2022/04  診療の結果、潰瘍性大腸炎ではないと診断。
29	0	2022/04/09  胸部症状はほぼ完解したため、退院。
29	0	2022/07/01  現在もステロイド治療を行っている。
29	1	核酸検出検査（PCR 法、LAMP 法）にて実施し、陽性。
29	0	追跡調査を試みたが、報告者の協力が得られず、追跡調査不能。
29	0	搬送時、SARS-CoV-2 抗原定性検査は検出感度以下。
28	0	日付不明 接種約 2 週間後から両下肢に紅い皮疹が出現。
28	0	ロキソプロフェン 60mg 1 日 3 回が処方された。
28	0	患者は PCR 検査で COVID-19 陰性であった。
28	0	抗原定性検査で SARS-CoV-2 検査実施し、陰性。
28	0	治療開始後の症状改善乏しく、血漿交換療法を予定している。
28	0	心臓超音波検査で左室駆出率 58%であり、異常所見なし。
28	0	心電図検査も正常洞調律で症状もなく、症状の回復を認めた。
27	0	2021/12/13  インフルエンザワクチンを接種。
27	0	患者にその他の症状/事象があるかどうかは不明であった。
27	0	患者には COVID-19 感染症の罹患歴はなかった。
27	0	患者に自己免疫性又は自己炎症性疾患の既往歴はなかった。
27	0	患者の  既往歴、合併症、危険因子、アレルギーはなし。
27	0	患者は COVID-19 と診断されたことはなかった。
27	0	心臓超音波検査・ 胸部 X 線検査では、異常所見なし。
27	0	新型コロナウイルス感染の PCR 検査は陰性であった。
27	0	全身状態は安定し、現在リハビリテーション継続中である。
26	0	MRI や神経伝達速度などの精査の結果では異常なし。
26	0	日付不明、心血管造影：磁気共鳴画像（MRI）は陰性。
26	0	1 ヵ月後の外来検査において、心電図は正常であった。
26	0	2021/11/27  インフルエンザワクチン接種。
26	0	EIA 法によって抗 HIT 抗体検査を行い、陰性。
26	0	アムロジピン、メコバラミン、フスコデ配合錠投与中止。
26	0	カロナール 1000-1500 mg/日で投与開始。
26	0	患者には喫煙歴又はアルコール飲料の摂取歴はなかった。
26	0	患者は COVID-19 感染症の罹患歴を否定した。
26	0	患者は抗生物質の経口投与による治療を受け、回復した。
26	0	市販の痛み止めは 1 日 2 回ほど使うことがある。
26	0	新型コロナウイルスの PCR 検査では陰性であった。
26	0	生理食塩水で輸液ルート確保し、救急外来に診療を依頼。
26	0	肺炎マイコプラズマの血清学的マーカーは陰性であった。
25	0	6 か月の追跡診察時、患者は完全に無症状であった。
25	0	ECG は正常洞調律で ST 変化を認めなかった。
25	0	prednisolone 投与後に改善がみられた。
25	0	ステロイド（プレドニン）60 mg を投与し治療。
25	0	咽頭違和感と喘鳴，アナフィラキシーの転帰は、回復。
25	0	抗凝固薬のエダラボン、エリキュースによる治療開始。
25	0	合併症、既往歴及び併用薬の情報は報告されていない。
25	0	心嚢液から有意な細菌やウイルスは検出されなかった。
25	0	入院時、鼻咽頭ポリメラーゼ連鎖反応は陰性であった。
25	0	免疫蛍光抗体分析では顕著な免疫複合体沈着は認めず。
24	0	日付不明、壁運動スコア指数：局所壁運動異常なし。
24	0	SARS-CoV2 PCR(near 法)陰性。
24	0	異常な心嚢液貯留、心膜の炎症所見は認めなかった。
24	0	患者は、ワクチン接種部位に副作用を来さなかった。
24	0	血清学的検査にて全身性ウイルス感染は否定された。
24	0	現在、外来にて患者の状態を注意深く観察している。
24	0	甲状腺機能亢進症、亜急性甲状腺炎は回復していた。
24	0	肺炎クラミジアの血清学的マーカーは陰性であった。
24	0	輸液ライン確保し、ボスミン 1/2A 静脈注射。
23	0	SARS-Cov- 2 抗原検査を行い、陰性。
23	0	メチコバール、セレコキシブ、リリカの投与終了。
23	0	一過性の心電図変化であり、心電図異常は正常化。
23	0	加療としてオランザピン 5 mg を内服開始。
23	0	今後の方針としてアブレーション治療を勧め た。
23	0	組織標本にウイルスゲノムの所見は認めなかった。
22	0	日付不明  プレドニン 30 mg に漸減。
22	0	日付不明  プレドニン 40 mg に漸減。
22	0	心臓超音波検査、心臓カテーテルでは異常なし。
22	0	心内膜心筋生検、心臓超音波検査では異常なし。
22	0	ステロイドパルス点滴施行し、症状は軽快した。
22	0	その他の病歴、合併症又は危険因子はなかった。
22	0	冠動脈造影では冠動脈疾患は認められなかった。
22	0	基底膜には融解様変化や断裂像は認めなかった。
22	0	胸部 X 線検査で血栓・ 塞栓症の所見なし。
22	0	血清は血管炎関連自己抗体に対し陰性であった。
22	0	口腔外の眼、皮膚又は外陰部に異常はなかった。
22	0	合併症、アレルギー、治療薬の服用はなかった。
21	0	日付不明  クラミジア検査：陰性（陰性）。
21	0	日付不明  レジオネラ検査：陰性（陰性）。
21	0	日付不明、リウマチ因子：陰性（陰性）陰性。
21	0	接種後 15 分間の経過観察時も異常なし。
21	0	セフトリアキソン、アジスロマイシンを投与。
21	0	患者は修正ランキンスケール 1で退院した。
21	0	心内膜心筋生検では心筋組織の炎症所見なし。
21	0	他に考えうる事象の原因は報告されていない。
20	0	12 日目、血清カリウムは正常であった。
20	0	アシクロビル 750 mg/日投与開始。
20	0	遺伝子検査などを実施したが、原因不 明。
20	0	患者は心筋炎のため 13 日間入院した。
20	0	患者は補体阻害薬を投与されていなかった。
20	0	胸骨圧迫、気管挿管、アドレナリン投 与。
20	0	血液検査は血小板数正常で、特記事項なし。
20	0	抗アレルギー薬を 1 錠内服させ、帰宅。
20	0	心嚢液貯留を疑う身体診察所見：なかった。
20	0	特発性血小板減少性紫斑病の転帰は、回復。
20	0	肺水腫、タコツボ型心筋症の転帰は、軽快。
20	0	発熱、心肺停止、心室細動の転帰は、軽快。
20	0	併用薬及び治療薬情報は提供されなかった。
19	0	日付不明  接種前の体温：36.5℃。
19	0	アミオダロン、βblocker 導入。
19	0	患者は発熱及び頭痛は来していなかった。
19	0	左室造影検査ではたこつぼ心筋症を否定。
19	0	報告者の協力が得られず、追跡調査不能。
18	0	MRI 撮影し、異常なしと言われた。
18	0	しびれ、高血圧、胸苦の転帰は、回復。
18	0	ステロイドについては少し様子を見た。
18	0	ステロイド投与量は漸減中であっ た。
18	0	一過性失神、出血疑いの転帰は、軽快。
18	0	頚と肩こりのため湿布を使用し、軽快。
18	0	現在はステロイドによる治療を継続中。
18	0	組織検体にウイルスゲノムを検出せず。
18	0	入院後プレドニン 50 mg 内服。
18	0	併用薬及び治療薬は報告されていない。
18	0	併用薬及び治療薬は報告されなかった。
18	0	補中益気湯エキス顆粒、鎮痛薬を投与。
17	0	日付不明、抗核抗体：陰性（陰性）。
17	0	日付不明  内科的な採血異常なし。
17	0	ウイルスゲノムは検出されなかった。
17	0	これまでのところ、胸の痛みはなし。
17	0	ステロイドパルス 5 日間を施行。
17	0	意識消失、けいれんの転帰は、回復。
17	0	冠動脈造影にて狭窄は認めなかった。
17	0	患者はステロイド軟膏を処方された。
17	0	関連する併用薬は報告されなかった。
17	0	急性心筋炎、心膜炎の転帰は、回復。
17	0	後療法として、プレドニゾロン投与。
17	0	合併症、既往歴、併用薬は報告なし。
17	0	重症多型滲出性紅斑の転帰は、回復。
17	0	置換性線維形成は認められなかった。
17	0	特に心電図の異常は見られなかった。
17	0	入院同日に解熱し、胸痛も消失した。
17	0	併用薬及び治療薬の報告はなかった。
16	0	COVID-19 が除外された。
16	0	アセトアミノフェンが処方された。
16	0	アナフィラキシーの転帰は、回復。
16	0	アナフィラキシーの転帰は、軽快。
16	0	アナボリックステロイド使用なし。
16	0	ヘパリンによる抗凝固療法を開始。
16	0	既往歴、合併症、危険因子はなし。
16	0	近医整形で湿布と痛み止めを処方。
16	0	血管造影検査では冠動脈狭窄なし。
16	0	合併症に関して報告されていない。
16	0	心エコーでは心機能正常を示した。
16	0	心臓 MRI では異常所見なし。
16	0	頭痛、発熱、嘔吐の転帰は、回復。
15	0	アルコール綿での知覚異常なし。
15	0	冠動脈造影で冠動脈は異常なし。
15	0	血液検査、XP にて異常なし。
15	0	細菌叢は正常及び陰性（陰性）。
15	0	頭部 MR 実施し、異常なし。
15	0	ヘパリン Na 持続投与開始。
15	0	画像検査実施し、異常所見なし。
15	0	急性心筋心膜炎の転帰は、回復。
15	0	胸部 CT では異常所見なし。
15	0	抗生剤を服用するが、効果なし。
15	0	心筋炎、心膜炎の転帰は、回復。
15	0	心筋炎、心膜炎の転帰は、軽快。
15	0	全身筋緊張ケイレン様症状軽減。
15	0	容態が安定し、患者は退院した。
14	0	ECG 所見にて洞調律正常。
14	0	ウイルスペア血清は異常なし。
14	0	血液検査を実施し、異常なし。
14	0	左上肢下肢の可動に異常なし。
14	0	瞳孔や対光反射には異常なし。
14	0	COVID-19 陰性確認。
14	0	ステロイドパルス療法を開始。
14	0	その後、症状の回復を認めた。
14	0	その後、症状の軽快を認めた。
14	0	急性期脳梗塞の転帰は、回復。
14	0	血栓のリスクとなる因子なし。
14	0	骨髄生検で多発骨髄腫認めず。
14	0	症状の消失及び回復を認めた。
14	0	中枢性めまいとしては否定的。
14	0	頭部 CTにて出血病変なし。
14	0	末梢神経障害の転帰は、軽快。
13	0	他院にて検査し、異常なし。
13	0	ST 上昇の改善を認めた。
13	0	カロナール服用で改善せず。
13	0	ステロイドパルス療法開始。
13	0	バイタル確認し、問題なし。
13	0	バイタル観察にて経過観察。
13	0	冠動脈造影は正常であった。
13	0	既往歴は報告されなかった。
13	0	急性肝障害の転帰は、回復。
13	0	急性心筋炎の転帰は、回復。
13	0	急性心筋炎の転帰は、軽快。
13	0	急性心膜炎の転帰は、回復。
